Continent,Geographic Area,Indicator,Sex,TIME_PERIOD,CATEGORY,OBS_VALUE,Unit of Measure
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2004,2,58,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2005,2,51,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2006,2,52,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2007,2,53,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2008,2,54,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2009,2,55,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2010,2,56,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2011,2,57,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2012,2,58,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2013,2,51,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2014,2,52,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2015,2,53,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2016,2,54,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2017,2,55,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2018,2,56,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2019,2,57,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2020,2,58,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1985,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1986,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1987,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1988,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1989,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1990,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1991,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1992,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1993,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1994,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1995,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1996,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1997,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2005,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2006,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2007,3,38,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2008,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2014,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,44,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2020,3,44,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1985,2,51,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1986,2,52,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1987,2,53,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1988,2,54,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1989,2,55,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1990,2,56,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1991,2,57,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1992,2,58,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1993,2,51,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1994,2,52,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1995,2,53,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1996,2,54,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1997,2,55,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1998,2,56,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1999,2,57,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2000,2,58,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2001,2,51,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2002,2,52,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2003,2,53,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2004,2,54,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2005,2,55,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2006,2,56,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2007,2,57,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2008,2,58,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2009,2,51,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2010,2,52,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2011,2,53,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2012,2,54,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2013,2,55,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2014,2,56,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2015,2,57,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2016,2,58,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2017,2,51,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2018,2,52,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2019,2,53,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2020,2,54,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1985,2,55,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1986,2,56,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1987,2,57,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1988,2,58,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1989,2,51,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1990,2,52,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1991,2,53,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1992,2,54,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1993,2,55,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1994,2,56,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1995,2,57,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1996,2,58,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1997,2,51,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1998,2,52,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1999,2,53,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2000,2,54,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2001,2,55,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2002,2,56,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2003,2,57,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2004,2,58,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2005,2,51,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2006,2,52,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2007,2,53,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2008,2,54,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2009,2,55,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2010,2,56,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2011,2,57,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2012,2,58,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2013,2,51,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2014,2,52,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2015,2,53,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2016,2,54,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2017,2,55,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2018,2,56,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2019,2,57,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2020,2,58,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1985,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1986,4,36,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1987,4,35,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1988,4,34,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1989,4,33,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1990,4,32,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1991,4,31,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1992,4,31,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1993,4,30,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1994,4,30,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1995,4,30,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1996,4,30,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1997,4,29,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1998,4,28,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1999,4,28,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2000,4,27,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2001,4,26,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2005,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2006,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2007,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2008,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2014,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2020,3,38,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1985,2,51,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1986,2,52,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1987,2,53,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1988,2,54,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1989,2,55,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1990,2,56,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1991,2,57,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1992,2,58,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1993,2,51,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1994,2,52,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1995,2,53,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1996,2,54,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1997,2,55,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1998,2,56,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1999,2,57,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2000,2,58,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2001,2,51,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2002,2,52,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2003,2,53,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2004,2,54,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2005,2,55,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2006,2,56,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2007,2,57,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2008,2,58,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2009,2,51,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2010,2,52,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2011,2,53,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2012,2,54,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2013,2,55,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2014,2,56,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2015,2,57,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2016,2,58,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2017,2,51,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2018,2,52,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2019,2,53,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2020,2,54,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,2,55,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,2,56,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,2,57,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,2,58,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,38,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,44,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,3,44,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,2,54,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,2,53,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,2,52,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,2,51,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,2,51,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,2,50,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,3,49,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,3,48,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,3,47,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,3,46,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,3,45,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,3,45,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,3,44,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,43,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,42,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,41,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,40,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,40,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,39,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,4,37,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,4,36,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,4,35,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,4,35,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,4,34,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,4,33,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,4,32,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,4,32,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,4,31,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,4,30,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,4,29,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,4,29,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,4,28,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,4,27,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,4,27,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,4,26,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,4,35,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,4,34,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,4,33,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,4,32,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,4,32,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,4,31,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,4,30,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,4,29,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,4,29,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,4,28,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,4,27,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,4,27,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,4,26,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,38,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1995,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1996,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1997,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2005,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2006,3,44,Percent
