Continent,Geographic Area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit of Measure
Eurasia,Central Asia,Height-for-age <-2 SD (stunting),Total,2015,13,Percent
Eurasia,Central Asia,Height-for-age <-2 SD (stunting),Total,2016,12,Percent
Eurasia,Central Asia,Height-for-age <-2 SD (stunting),Total,2017,11,Percent
Eurasia,Central Asia,Height-for-age <-2 SD (stunting),Total,2018,10,Percent
Eurasia,Central Asia,Height-for-age <-2 SD (stunting),Total,2019,10,Percent
Eurasia,Central Asia,Height-for-age <-2 SD (stunting),Total,2020,9,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1985,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1986,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1987,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1988,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1989,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1990,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1991,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1992,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1993,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1994,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1995,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1996,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1997,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1998,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,1999,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2000,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2001,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2002,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2003,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2004,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2005,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2006,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2007,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2008,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2009,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2010,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2011,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2012,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2013,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2014,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2015,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2016,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2017,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2018,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2019,1,Percent
America,Northern America,Weight-for-age <-2 SD (Underweight),Total,2020,1,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1985,10,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1986,9,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1987,9,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1988,9,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1989,8,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1990,8,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1991,8,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1992,8,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1993,7,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1994,7,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1995,7,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1996,7,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1997,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1998,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1999,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2000,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2001,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2002,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2003,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2004,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2005,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2006,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2008,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2009,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2010,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2014,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2020,3,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1985,17,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1986,16,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1987,15,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1988,15,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1989,14,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1990,14,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1991,13,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1992,13,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1993,12,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1994,12,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1995,11,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1996,11,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1997,10,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1998,10,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,1999,9,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2000,9,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2001,9,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2002,8,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2003,8,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2004,8,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2005,7,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2006,7,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2007,7,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2008,6,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2009,6,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2010,6,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2011,6,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2012,5,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2013,5,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2014,5,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2015,5,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2016,4,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2017,4,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2018,4,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2019,4,Percent
Eurasia,Western Asia,Weight-for-age <-2 SD (Underweight),Total,2020,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1985,13,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1986,12,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1987,12,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1988,11,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1989,11,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1990,10,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1991,10,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1992,10,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1993,9,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1994,9,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1995,9,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1996,8,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1997,8,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1998,8,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,1999,7,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2000,7,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2001,7,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2002,7,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2003,6,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2004,6,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2005,6,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2006,6,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2008,5,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2009,5,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2010,5,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2011,5,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2014,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2015,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2016,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2017,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2020,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1985,7,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1986,7,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1987,7,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1988,7,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1989,6,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1990,6,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1991,6,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1992,6,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1993,6,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1994,5,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1995,5,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1996,5,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1997,5,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1998,5,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,1999,5,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2000,4,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2001,4,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2002,4,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2003,4,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2004,4,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2005,4,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2006,4,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2007,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2008,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2009,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2010,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2011,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2012,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2013,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2014,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2017,2,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2018,2,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2019,2,Percent
America,South America,Weight-for-age <-2 SD (Underweight),Total,2020,2,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1985,38,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1986,36,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1987,35,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1988,34,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1989,33,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1990,32,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1991,31,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1992,31,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1993,30,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1994,30,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1995,30,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1996,30,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1997,29,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1998,28,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,1999,28,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2000,27,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2001,26,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2002,25,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2003,25,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2004,25,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2005,24,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2006,24,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2007,23,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2008,22,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2009,22,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2010,21,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2011,20,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2012,20,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2013,19,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2014,18,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2015,18,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2016,17,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2017,17,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2018,16,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2019,16,Percent
Eurasia,Asia,Weight-for-age <-2 SD (Underweight),Total,2020,16,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1985,9,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1986,9,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1987,8,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1988,8,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1989,8,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1990,7,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1991,7,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1992,7,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1993,7,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1994,7,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1995,6,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1996,6,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1997,6,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1998,6,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1999,5,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2000,5,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2001,5,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2002,5,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2003,5,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2004,5,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2005,4,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2006,4,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2007,4,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2008,4,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2009,4,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2010,4,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2012,3,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2013,3,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2014,3,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
America,Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2020,3,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,20,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,19,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,18,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,17,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,16,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,15,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,14,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,13,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,12,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,11,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,10,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,9,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,9,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,8,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,8,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,7,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,6,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,6,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,6,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,5,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,5,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,4,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,4,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,4,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,2,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,2,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,2,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,2,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,2,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,2,Percent
Eurasia,Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,1,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,54,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,53,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,52,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,51,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,51,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,50,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,49,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,48,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,47,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,46,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,45,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,45,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,44,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,43,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,42,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,41,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,40,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,40,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,39,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,38,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,37,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,36,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,35,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,35,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,34,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,33,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,32,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,32,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,31,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,30,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,29,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,29,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,28,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,27,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,27,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,26,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,35,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,34,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,33,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,32,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,32,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,31,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,30,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,29,Percent
Eurasia,South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,29,Percent
